Locality,count,mean,std,min,25%,50%,75%,max
Taylors Hill,75.0,669934.0,120590.13875464637,440000.0,589000.0,686000.0,728000.0,1060000.0
Taylors Lakes,58.0,746901.724137931,216701.45320587172,427500.0,642500.0,707000.0,779750.0,1825000.0
Tecoma,21.0,682047.619047619,115883.87557830304,461500.0,628000.0,705000.0,725000.0,881000.0
Templestowe,107.0,1598011.0,645521.3564518335,518000.0,1235000.0,1401800.0,1749500.0,4088000.0
The Basin,37.0,673190.5405405406,133710.91424632692,350000.0,599000.0,637000.0,767000.0,950000.0
The Gurdies,2.0,481000.0,267286.36328851496,292000.0,386500.0,481000.0,575500.0,670000.0
The Patch,10.0,720500.0,193927.96486209915,530000.0,596250.0,672500.0,740000.0,1110000.0
Thomastown,85.0,663888.2352941176,137845.7854786634,354000.0,585000.0,670000.0,740000.0,1115000.0
Thornbury,18.0,1427500.0,240845.87456321032,1105000.0,1248750.0,1417500.0,1535250.0,2010000.0
Three Bridges,3.0,663333.3333333334,135677.31325956204,585000.0,585000.0,585000.0,702500.0,820000.0
Toolangi,2.0,520000.0,98994.94936611665,450000.0,485000.0,520000.0,555000.0,590000.0
Toolern Vale,7.0,860000.0,236184.95577265995,510000.0,697500.0,915000.0,1037500.0,1125000.0
Tooradin,7.0,623000.0,117680.35803253943,412000.0,569500.0,650000.0,705000.0,750000.0
Toorak,2.0,4625000.0,4985102.80736516,1100000.0,2862500.0,4625000.0,6387500.0,8150000.0
Tootgarook,87.0,641511.4942528736,153060.48312432857,386000.0,515000.0,625000.0,737250.0,1120000.0
Travancore,1.0,1415000.0,,1415000.0,1415000.0,1415000.0,1415000.0,1415000.0
Tremont,2.0,594000.0,8485.28137423857,588000.0,591000.0,594000.0,597000.0,600000.0
Truganina,162.0,558830.4567901235,241417.82072957017,360000.0,452750.0,525000.0,600000.0,2715000.0
Tullamarine,30.0,666666.6666666666,117223.35983904413,355000.0,612500.0,650500.0,735375.0,895000.0
Tyabb,18.0,678555.5555555555,346894.4952715065,320000.0,500000.0,555000.0,780750.0,1680000.0
Tynong,2.0,695000.0,35355.33905932738,670000.0,682500.0,695000.0,707500.0,720000.0
Tynong North,1.0,900000.0,,900000.0,900000.0,900000.0,900000.0,900000.0
Upper Ferntree Gully,30.0,705651.6666666666,151022.0368044833,440000.0,610500.0,694000.0,773750.0,1260000.0
Upwey,58.0,679640.5172413794,134102.19932812452,408000.0,611812.5,667500.0,728250.0,1340000.0
Vermont,69.0,1072994.1739130435,294797.2735003895,535000.0,905000.0,1050000.0,1195000.0,2250000.0
Vermont South,57.0,1213308.5614035088,201208.00198719534,582000.0,1112000.0,1225000.0,1330000.0,1730000.0
Viewbank,35.0,1018857.1428571428,201371.05681057644,505000.0,922500.0,1009000.0,1080000.0,1612000.0
Wandin East,1.0,930000.0,,930000.0,930000.0,930000.0,930000.0,930000.0
Wandin North,26.0,692962.8846153846,129285.01930365387,496000.0,602875.0,680500.0,762500.0,990000.0
Wantirna,85.0,992177.0588235294,207454.8622094496,467000.0,900000.0,960000.0,1065800.0,1880500.0
Wantirna South,79.0,1107883.5443037974,255246.25536838843,560000.0,941000.0,1048000.0,1215000.0,2020000.0
Warburton,49.0,442653.10204081633,113418.36155657015,220000.0,382500.0,415000.0,497500.0,905000.0
Warneet,7.0,510714.28571428574,133959.8376202289,415000.0,437500.0,450000.0,517500.0,800000.0
Warrandyte,55.0,1128145.4545454546,377967.6974332996,698000.0,829000.0,1051000.0,1307500.0,2132000.0
Warrandyte South,3.0,1571666.6666666667,577415.2174417758,915000.0,1357500.0,1800000.0,1900000.0,2000000.0
Warranwood,21.0,1002838.0952380953,244673.67139966344,760000.0,901000.0,945000.0,995000.0,1825000.0
Waterways,14.0,1246170.5714285714,306118.27066064475,651000.0,1136250.0,1248500.0,1421125.0,1708888.0
Watsonia,37.0,860199.6756756756,153732.4941560744,545000.0,761000.0,882000.0,950000.0,1193000.0
Watsonia North,22.0,798227.2727272727,164566.07641459254,490000.0,715000.0,785000.0,838250.0,1405000.0
Wattle Glen,5.0,870600.0,307020.8461977786,588000.0,605000.0,770000.0,1140000.0,1250000.0
Werribee,468.0,492480.2521367521,117882.27953890954,265000.0,420000.0,474000.0,537625.0,1045000.0
Werribee South,10.0,858500.0,569883.2726483946,470000.0,652500.0,675000.0,775000.0,2450000.0
Wesburn,13.0,535346.1538461539,152167.31260570066,310000.0,425000.0,483000.0,650000.0,865000.0
West Footscray,30.0,977746.2666666667,298778.592867803,375000.0,832500.0,961250.0,1093166.0,1575000.0
West Melbourne,14.0,772935.7142857143,373438.1889069006,359500.0,478750.0,687500.0,1002250.0,1612500.0
Westmeadows,14.0,678464.2857142857,284224.2792832202,380000.0,550625.0,595000.0,665625.0,1500000.0
Wheelers Hill,123.0,1252918.463414634,435590.61769674404,560000.0,1010000.0,1150000.0,1355000.0,3300000.0
Whittlesea,54.0,536673.3333333334,163281.62770859984,340000.0,430000.0,497500.0,573750.0,1020000.0
Wildwood,1.0,1030000.0,,1030000.0,1030000.0,1030000.0,1030000.0,1030000.0
Williamstown,53.0,1563094.3396226414,532729.4472861488,590000.0,1160000.0,1520000.0,1807000.0,3525000.0
Wollert,62.0,585924.1935483871,197758.07515831708,345000.0,500250.0,550000.0,640250.0,1850000.0
Wonga Park,17.0,1244997.0588235294,520826.836767326,650000.0,850000.0,989000.0,1762000.0,2330000.0
Woori Yallock,32.0,529823.28125,156319.69034543453,365000.0,413250.0,505000.0,561391.25,935000.0
Wyndham Vale,298.0,463269.99328859063,79640.66723331089,296000.0,404375.0,460000.0,516750.0,742000.0
Yallambie,24.0,861723.75,211623.4705240192,680000.0,725715.0,785625.0,932250.0,1670000.0
Yan Yean,2.0,950000.0,141421.35623730952,850000.0,900000.0,950000.0,1000000.0,1050000.0
Yarra Glen,14.0,736429.2857142857,460407.1693030033,425000.0,571250.0,627500.0,679502.5,2300000.0
Yarra Junction,35.0,555478.5714285715,156179.6708949034,328000.0,447500.0,514000.0,647500.0,870000.0
Yarrambat,9.0,1402123.4444444445,548595.7477020558,638000.0,1063000.0,1400000.0,1695000.0,2400000.0
Yarraville,16.0,1149875.0,285165.1860471985,681000.0,956000.0,1187500.0,1302500.0,1810000.0
Yellingbo,4.0,766250.0,158396.91705754038,580000.0,662500.0,787500.0,891250.0,910000.0
